product_id,product_name,barcode,brand,image,description,url
57,"
	Dẻo sầu riêng 180g – 2025",99,Kinh Đô,https://banhkinhdo.com.vn/wp-content/uploads/2020/07/20180811123213-picture-price1-4.png,"Dẻo sầu riêng 180g – 2025 Này đây miếng bánh trắng ngần ~ cùng nhau chia sẻ vẹn toàn tình thân Nếu bánh nướng là cô chị sắc sảo, mặn mà, lộng lẫy, đa đoan, thì từng chiếc bánh dẻo Kinh Đô lại là một cô em ngây thơ, trong trắng, mà tha thiết đằm thắm với điệp điệp trùng trùng nét duyên thầm của mùa thu trinh bạch Từ loại bột nếp được vò , chịu đập tỉ mỉ kỹ càng cho hương thơm tản mạn mơ màng đi xuyên qua hết khẩu vị ta, đến hương hoa bưởi nhẩn nha đánh thức trong ta cả một vẻ đẹp xinh tươi của mùa thu Đất Việt, nếu bánh nướng Kinh Đô làm bạn mãn vị với sự đối lập giữa lớp vỏ giòn thơm và lớp nhân bùi dẻo thì vẫn cũng miếng nhân Đậu Xanh được kỳ công tinh chế ấy, trái trứng được nâng niu tỉ mỉ ấy, khi đi với lớp vỏ mềm mịn trắng trong lại yêu chiều vị giác ta một cách khác hẳn Mỗi chiếc bánh trung thu Kinh Đô như bản giao hưởng mà mỗi nhạc cụ đều hòa điệu, bổ trợ cho nhau đưa lòng người thưởng thức đi dần lên cung bậc cao nhất của tinh hoa ẩm thực Việt Trong cái gió thu mơn man, sao bạn chưa cắt một miếng bánh dẻo Kinh Đô ra để cả nhà quay quần đầm ấm?",https://banhkinhdo.com.vn/san-pham/deo-sau-rieng-180g-2024/
58,"
	Bánh Quy Bơ Pháp LU 708G TẾT 2025 ( Hộp Thiết)",LU708G,Kinh Đô,https://banhkinhdo.com.vn/wp-content/uploads/2023/12/LU-TRON-THIET.jpg,"Tên sản phẩm Trọng lượng Giá Quy cách Bánh Cookies bơ Pháp Lu 708g 224,000/hộp 6 hộp/thùng",https://banhkinhdo.com.vn/san-pham/banh-cookies-bo-phap-lu-708g-tet-2021/
59,"
	Bánh Quy Bơ Pháp LU 540G TẾT 2025",4277593,Kinh Đô,https://banhkinhdo.com.vn/wp-content/uploads/2023/12/LU-TRON-THIET-1.jpg,"Tên sản phẩm Trọng lượng Giá Quy cách Bánh Cookies bơ Pháp Lu 540g 178,000/hộp 6 hộp/thùng",https://banhkinhdo.com.vn/san-pham/banh-cookies-bo-phap-lu-540g-tet-2023/
60,"
	Bánh Quy Bơ Pháp LU 310G TẾT 2025",4277669,Kinh Đô,https://banhkinhdo.com.vn/wp-content/uploads/2023/11/banh-cookies-bo-phap-lu.png,"Tên sản phẩm Trọng lượng Giá Quy cách Bánh Cookies bơ Pháp Lu 310g 120,000/hộp 12 hộp/thùng",https://banhkinhdo.com.vn/san-pham/banh-cookies-bo-phap-lu-310g-tet-2021/
61,"
	Bánh Quy Bơ Pháp LU 180G TẾT 2025",4277670,Kinh Đô,https://banhkinhdo.com.vn/wp-content/uploads/2020/12/hopquatetbanhlu180g2.jpg,"Tên sản phẩm Trọng lượng Giá Quy cách Bánh Cookies bơ Pháp Lu 180g 63,250/hộp 18 hộp/thùng",https://banhkinhdo.com.vn/san-pham/banh-cookies-bo-phap-lu-180g-tet-2023/
62,"
	BÁNH QUY LU VERITABLE PETIT BEURRE HỘP THIẾC 600G TẾT 2024",4231826,Kinh Đô,https://banhkinhdo.com.vn/wp-content/uploads/2020/12/z4800316717764_ab7fe6ca50e65e6be9f65e522bd48ecd.jpg,Tên sản phẩm: Bánh quy Lu Veritable Petit Beurre Nhập khẩu trực tiếp từ Pháp 600g – 10 hộp/thùng,https://banhkinhdo.com.vn/san-pham/banh-quy-lu-veritable-petit-beurre-tet-2021/
63,"
	Gà Quay Jampon 1 Trứng x150g – 2025",21-1,Kinh Đô,https://banhkinhdo.com.vn/wp-content/uploads/2024/07/z5585157572551_73441b820cc4afcb6d16643c4ffe7ebf.jpg,"Thương hiệu: Kinh Đô Loại bánh: Bánh Nướng Hình thức: 01 Bánh, Hộp Kiếng Chống Ẩm Khối lượng: 150 gram Thành phần: Nhân Hỗn Hợp Gà Quay và Jambon, 1 Trứng Bánh Nướng Trung thu ta lại gặp nhau ~ cùng chia miếng bánh thỏa câu ân tình Trong hai món bánh Trung Thu, bánh nướng chính là thứ quà căn bản nhất mà lại cầu kỳ tinh vi diệu vợi nhất Cầu kỳ từ khâu chọn loại bột mì mềm và mịn nhất để vỏ bánh giòn thơm sần sật, cầu kỳ đến việc loại trứng tròn đều muôn vạn quả như một, thấm muối vừa vặn, sắc sảo mặn mà mà không làm phiền đến vị giác người ăn Mỗi loại bánh từ truyền thống như nhân Thập Cẩm, nhân Đậu Xanh hay hiện đại như nhân Gà Quay XO, Bào Ngư, Vi Cá…đều thể hiện một kỳ công bất tuyệt của người Nghệ nhân làm bánh Kinh Đô, bánh trung thu Đây miếng bánh thơm ngon, đây ân tình trân quý, dưới ánh trăng thu vằng vặc ta trao nhau chút tình nghĩa mặn mà của cả một mùa ân nghĩa, còn làm gì hơn vẻ hữu tình của mùa thu hơn vậy ?",https://banhkinhdo.com.vn/san-pham/ga-quay-jampon-1-trung-x150g-2024/
64,"
	Bánh Nướng LAVA CHOCO Tan Chảy 0 Trứng 150G – Bánh mới 2025",LV1,Kinh Đô,https://banhkinhdo.com.vn/wp-content/uploads/2022/07/LAVACHOCO.jpg,"Bánh Nướng Trung thu ta lại gặp nhau ~ cùng chia miếng bánh thỏa câu ân tình -> Bánh Trung Thu Trong hai món bánh Trung Thu, bánh nướng chính là thứ quà căn bản nhất mà lại cầu kỳ tinh vi diệu vợi nhất Cầu kỳ từ khâu chọn loại bột mì mềm và mịn nhất để vỏ bánh giòn thơm sần sật, cầu kỳ đến việc loại trứng tròn đều muôn vạn quả như một, thấm muối vừa vặn, sắc sảo mặn mà mà không làm phiền đến vị giác người ăn Mỗi loại bánh từ truyền thống như nhân Thập Cẩm, nhân Đậu Xanh hay hiện đại như nhân Gà Quay XO, Bào Ngư, Vi Cá…đều thể hiện một kỳ công bất tuyệt của người Nghệ nhân làm bánh Kinh Đô Đây miếng bánh thơm ngon, đây ân tình trân quý, dưới ánh trăng thu vằng vặc ta trao nhau chút tình nghĩa mặn mà của cả một mùa ân nghĩa, còn làm gì hơn vẻ hữu tình của mùa thu hơn vậy ?",https://banhkinhdo.com.vn/san-pham/banh-nuong-khoai-mon-0-trung-150g-2022/
65,"
	Bánh Nướng TUYẾT VỊ CAM YUZU 150G – Bánh mới 2025",N1,Kinh Đô,https://banhkinhdo.com.vn/wp-content/uploads/2022/07/Tuyet-Vi-Cam.jpg,"Bánh Nướng Trung thu ta lại gặp nhau ~ cùng chia miếng bánh thỏa câu ân tình -> Bánh Trung Thu Trong hai món bánh Trung Thu, bánh nướng chính là thứ quà căn bản nhất mà lại cầu kỳ tinh vi diệu vợi nhất Cầu kỳ từ khâu chọn loại bột mì mềm và mịn nhất để vỏ bánh giòn thơm sần sật, cầu kỳ đến việc loại trứng tròn đều muôn vạn quả như một, thấm muối vừa vặn, sắc sảo mặn mà mà không làm phiền đến vị giác người ăn Mỗi loại bánh từ truyền thống như nhân Thập Cẩm, nhân Đậu Xanh hay hiện đại như nhân Gà Quay XO, Bào Ngư, Vi Cá…đều thể hiện một kỳ công bất tuyệt của người Nghệ nhân làm bánh Kinh Đô Đây miếng bánh thơm ngon, đây ân tình trân quý, dưới ánh trăng thu vằng vặc ta trao nhau chút tình nghĩa mặn mà của cả một mùa ân nghĩa, còn làm gì hơn vẻ hữu tình của mùa thu hơn vậy ?",https://banhkinhdo.com.vn/san-pham/banh-nuong-dau-xanh-1-2-trung-130g-2022/
66,"
	Bánh nướng TUYẾT TRÀ XANH NHẬT BẢN 150G – Bánh mới 2025",X1,Kinh Đô,https://banhkinhdo.com.vn/wp-content/uploads/2022/07/Tuyet-Tra-Xanh-Nhat-Ban.jpg,"Bánh Nướng Trung thu ta lại gặp nhau ~ cùng chia miếng bánh thỏa câu ân tình -> Bánh Trung Thu Trong hai món bánh Trung Thu, bánh nướng chính là thứ quà căn bản nhất mà lại cầu kỳ tinh vi diệu vợi nhất Cầu kỳ từ khâu chọn loại bột mì mềm và mịn nhất để vỏ bánh giòn thơm sần sật, cầu kỳ đến việc loại trứng tròn đều muôn vạn quả như một, thấm muối vừa vặn, sắc sảo mặn mà mà không làm phiền đến vị giác người ăn Mỗi loại bánh từ truyền thống như nhân Thập Cẩm, nhân Đậu Xanh hay hiện đại như nhân Gà Quay XO, Bào Ngư, Vi Cá…đều thể hiện một kỳ công bất tuyệt của người Nghệ nhân làm bánh Kinh Đô Đây miếng bánh thơm ngon, đây ân tình trân quý, dưới ánh trăng thu vằng vặc ta trao nhau chút tình nghĩa mặn mà của cả một mùa ân nghĩa, còn làm gì hơn vẻ hữu tình của mùa thu hơn vậy ?",https://banhkinhdo.com.vn/san-pham/thap-cam-lap-xuong-0-trung-130g-2022/
67,"
	Cốm Dừa ( 0 Trứng) 150G – 2025",C1,Kinh Đô,https://banhkinhdo.com.vn/wp-content/uploads/2022/07/Trung_thu_Com_dua_hat_de_db_230gr.png,"Bánh Nướng Trung thu ta lại gặp nhau ~ cùng chia miếng bánh thỏa câu ân tình -> Bánh Trung Thu Trong hai món bánh Trung Thu, bánh nướng chính là thứ quà căn bản nhất mà lại cầu kỳ tinh vi diệu vợi nhất Cầu kỳ từ khâu chọn loại bột mì mềm và mịn nhất để vỏ bánh giòn thơm sần sật, cầu kỳ đến việc loại trứng tròn đều muôn vạn quả như một, thấm muối vừa vặn, sắc sảo mặn mà mà không làm phiền đến vị giác người ăn Mỗi loại bánh từ truyền thống như nhân Thập Cẩm, nhân Đậu Xanh hay hiện đại như nhân Gà Quay XO, Bào Ngư, Vi Cá…đều thể hiện một kỳ công bất tuyệt của người Nghệ nhân làm bánh Kinh Đô Đây miếng bánh thơm ngon, đây ân tình trân quý, dưới ánh trăng thu vằng vặc ta trao nhau chút tình nghĩa mặn mà của cả một mùa ân nghĩa, còn làm gì hơn vẻ hữu tình của mùa thu hơn vậy ?",https://banhkinhdo.com.vn/san-pham/com-dua-0-trung-150g-2022/
68,"
	Đậu Đỏ Kiểu Nhật ( 02 Trứng) 210G – 2025",R0,Kinh Đô,https://banhkinhdo.com.vn/wp-content/uploads/2022/07/Dau-do-trung.jpg,"Bánh Nướng Trung thu ta lại gặp nhau ~ cùng chia miếng bánh thỏa câu ân tình -> Bánh Trung Thu Trong hai món bánh Trung Thu, bánh nướng chính là thứ quà căn bản nhất mà lại cầu kỳ tinh vi diệu vợi nhất Cầu kỳ từ khâu chọn loại bột mì mềm và mịn nhất để vỏ bánh giòn thơm sần sật, cầu kỳ đến việc loại trứng tròn đều muôn vạn quả như một, thấm muối vừa vặn, sắc sảo mặn mà mà không làm phiền đến vị giác người ăn Mỗi loại bánh từ truyền thống như nhân Thập Cẩm, nhân Đậu Xanh hay hiện đại như nhân Gà Quay XO, Bào Ngư, Vi Cá…đều thể hiện một kỳ công bất tuyệt của người Nghệ nhân làm bánh Kinh Đô Đây miếng bánh thơm ngon, đây ân tình trân quý, dưới ánh trăng thu vằng vặc ta trao nhau chút tình nghĩa mặn mà của cả một mùa ân nghĩa, còn làm gì hơn vẻ hữu tình của mùa thu hơn vậy ?",https://banhkinhdo.com.vn/san-pham/dau-do-kieu-nhat-0-trung-230g-2022/
69,"
	Đậu Đỏ ( 1 trứng) 150G – 2025",,Kinh Đô,https://banhkinhdo.com.vn/wp-content/uploads/2022/07/banh_nuong_trung_thu_dau_do_kieu_nhat_1_trung.png,"Bánh Nướng Trung thu ta lại gặp nhau ~ cùng chia miếng bánh thỏa câu ân tình -> Bánh Trung Thu Trong hai món bánh Trung Thu, bánh nướng chính là thứ quà căn bản nhất mà lại cầu kỳ tinh vi diệu vợi nhất Cầu kỳ từ khâu chọn loại bột mì mềm và mịn nhất để vỏ bánh giòn thơm sần sật, cầu kỳ đến việc loại trứng tròn đều muôn vạn quả như một, thấm muối vừa vặn, sắc sảo mặn mà mà không làm phiền đến vị giác người ăn Mỗi loại bánh từ truyền thống như nhân Thập Cẩm, nhân Đậu Xanh hay hiện đại như nhân Gà Quay XO, Bào Ngư, Vi Cá…đều thể hiện một kỳ công bất tuyệt của người Nghệ nhân làm bánh Kinh Đô Đây miếng bánh thơm ngon, đây ân tình trân quý, dưới ánh trăng thu vằng vặc ta trao nhau chút tình nghĩa mặn mà của cả một mùa ân nghĩa, còn làm gì hơn vẻ hữu tình của mùa thu hơn vậy ?",https://banhkinhdo.com.vn/san-pham/dau-do-1-trung-150g-2022/
70,"
	Đậu Xanh ( 0 Trứng ) 150G – 2025",,Kinh Đô,https://banhkinhdo.com.vn/wp-content/uploads/2022/07/banh_trung_thu_dau_xanh_0_trung.jpg,"Bánh Nướng Trung thu ta lại gặp nhau ~ cùng chia miếng bánh thỏa câu ân tình -> Bánh Trung Thu Trong hai món bánh Trung Thu, bánh nướng chính là thứ quà căn bản nhất mà lại cầu kỳ tinh vi diệu vợi nhất Cầu kỳ từ khâu chọn loại bột mì mềm và mịn nhất để vỏ bánh giòn thơm sần sật, cầu kỳ đến việc loại trứng tròn đều muôn vạn quả như một, thấm muối vừa vặn, sắc sảo mặn mà mà không làm phiền đến vị giác người ăn Mỗi loại bánh từ truyền thống như nhân Thập Cẩm, nhân Đậu Xanh hay hiện đại như nhân Gà Quay XO, Bào Ngư, Vi Cá…đều thể hiện một kỳ công bất tuyệt của người Nghệ nhân làm bánh Kinh Đô Đây miếng bánh thơm ngon, đây ân tình trân quý, dưới ánh trăng thu vằng vặc ta trao nhau chút tình nghĩa mặn mà của cả một mùa ân nghĩa, còn làm gì hơn vẻ hữu tình của mùa thu hơn vậy ?",https://banhkinhdo.com.vn/san-pham/dau-xanh-0-trung-150g-2022/
71,"
	Cốm Dừa Hạt Dẻ (ĐB)_230G – Miền Bắc",C,Kinh Đô,https://banhkinhdo.com.vn/wp-content/uploads/2020/08/B%C3%A1nh-C%E1%BB%91m-D%E1%BB%ABa-H%E1%BA%A1t-D%E1%BA%BB-%C4%90B.png,"Cầu kì từ khâu chọn loại bột mì mềm và mịn nhất để vỏ bánh vàng ươm mềm mịn. Cầu kì đến việc tuyển chọn trứng muôn vạn quả như một, thấm muối vừa vặn, sắc sảo mặn mà mà không làm phiền hà vị giác người ăn Mỗi loại bánh từ truyền thống như nhân Thập Cẩm, nhân Đậu Xanh, hay hiện đại như nhân Gà Quay X.O, Bào Ngư…đều thể hiện một kì công bất tận của người nghệ nhân làm bánh Kinh Đô. Khéo léo trong hòa quyện dặt dìu hương vị của hàng chục loại nguyên liệu tươi ngon nhưng lại bùng nổ sáng tạo với vô vàn điểm nhấn hương vị bất ngờ, làm nên sự khoái thú trong giác quan của người ăn Đây miếng bánh thơm ngon. Đây ân tình trân quý. Dưới ánh trăng thu vằng vặc, ta trao nhau chút tình nghĩa mặn mà của cả một mùa ân nghĩa. Còn gì làm nên vẻ hữu tình của mùa thu hơn vậy? Bánh trung thu Kinh Đô – Tròn vị bánh, sáng mãi chuyện đêm trăng.",https://banhkinhdo.com.vn/san-pham/banh-com-dua-hat-de-db-mien-bac/
72,"
	Sầu Riêng 1 Trứng 150g – 2025",SR1,Kinh Đô,https://banhkinhdo.com.vn/wp-content/uploads/2020/07/20180811123111-picture-price-3.png,"Thương hiệu: Kinh Đô Loại bánh: Bánh Nướng Hình thức: 01 Bánh, Hộp Kiếng Chống Ẩm Khối lượng: 150 gram Thành phần: Nhân Hỗn Hợp Bánh Nướng Sầu Riêng, có 1 Trứng Bánh Nướng Trung thu ta lại gặp nhau ~ cùng chia miếng bánh thỏa câu ân tình Trong hai món Banh Trung Thu, bánh nướng chính là thứ quà căn bản nhất mà lại cầu kỳ tinh vi diệu vợi nhất Cầu kỳ từ khâu chọn loại bột mì mềm và mịn nhất để vỏ bánh giòn thơm sần sật, cầu kỳ đến việc loại trứng tròn đều muôn vạn quả như một, thấm muối vừa vặn, sắc sảo mặn mà mà không làm phiền đến vị giác người ăn Mỗi loại bánh từ truyền thống như nhân Thập Cẩm, nhân Đậu Xanh hay hiện đại như nhân Gà Quay XO, Bào Ngư, Vi Cá…đều thể hiện một kỳ công bất tuyệt của người Nghệ nhân làm bánh Kinh Đô Đây miếng bánh thơm ngon, đây ân tình trân quý, dưới ánh trăng thu vằng vặc ta trao nhau chút tình nghĩa mặn mà của cả một mùa ân nghĩa, còn làm gì hơn vẻ hữu tình của mùa thu hơn vậy ?",https://banhkinhdo.com.vn/san-pham/sau-rieng-1-trung/
73,"
	Gà Quay Jampon 0 Trứng x150g – 2025",21,Kinh Đô,https://banhkinhdo.com.vn/wp-content/uploads/2020/07/Screen-Shot-2024-07-03-at-12.28.23.png,"Thương hiệu: Kinh Đô Loại bánh: Bánh Nướng Hình thức: 01 Bánh, Hộp Kiếng Chống Ẩm Khối lượng: 150 gram Thành phần: Nhân Hỗn Hợp Gà Quay và Jambon, 0 Trứng Bánh Nướng Trung thu ta lại gặp nhau ~ cùng chia miếng bánh thỏa câu ân tình Trong hai món bánh Trung Thu, bánh nướng chính là thứ quà căn bản nhất mà lại cầu kỳ tinh vi diệu vợi nhất Cầu kỳ từ khâu chọn loại bột mì mềm và mịn nhất để vỏ bánh giòn thơm sần sật, cầu kỳ đến việc loại trứng tròn đều muôn vạn quả như một, thấm muối vừa vặn, sắc sảo mặn mà mà không làm phiền đến vị giác người ăn Mỗi loại bánh từ truyền thống như nhân Thập Cẩm, nhân Đậu Xanh hay hiện đại như nhân Gà Quay XO, Bào Ngư, Vi Cá…đều thể hiện một kỳ công bất tuyệt của người Nghệ nhân làm bánh Kinh Đô, bánh trung thu Đây miếng bánh thơm ngon, đây ân tình trân quý, dưới ánh trăng thu vằng vặc ta trao nhau chút tình nghĩa mặn mà của cả một mùa ân nghĩa, còn làm gì hơn vẻ hữu tình của mùa thu hơn vậy ?",https://banhkinhdo.com.vn/san-pham/ga-quay-jampon-0-trung-x150g-2024/
74,"
	Gà Quay Sốt XO 2 Trứng 210g – 2025",2,Kinh Đô,https://banhkinhdo.com.vn/wp-content/uploads/2020/07/20180811121853-picture-price-3.png,"Thương hiệu: Kinh Đô (bánh trung thu) Loại bánh: Bánh Nướng Hình thức: 01 Bánh, Hộp Kiếng Chống Ẩm Khối lượng: 230 gram Thành phần: Nhân Hỗn Hợp Gà Quay  Sốt X.O,  2 Trứng Bánh Nướng Trung thu ta lại gặp nhau ~ cùng chia miếng bánh thỏa câu ân tình Trong hai món bánh Trung Thu, bánh nướng chính là thứ quà căn bản nhất mà lại cầu kỳ tinh vi diệu vợi nhất Cầu kỳ từ khâu chọn loại bột mì mềm và mịn nhất để vỏ bánh giòn thơm sần sật, cầu kỳ đến việc loại trứng tròn đều muôn vạn quả như một, thấm muối vừa vặn, sắc sảo mặn mà mà không làm phiền đến vị giác người ăn Mỗi loại bánh từ truyền thống như nhân Thập Cẩm, nhân Đậu Xanh hay hiện đại như nhân Gà Quay XO, Bào Ngư, Vi Cá…đều thể hiện một kỳ công bất tuyệt của người Nghệ nhân làm bánh Kinh Đô Đây miếng bánh thơm ngon, đây ân tình trân quý, dưới ánh trăng thu vằng vặc ta trao nhau chút tình nghĩa mặn mà của cả một mùa ân nghĩa, còn làm gì hơn vẻ hữu tình của mùa thu hơn vậy ?",https://banhkinhdo.com.vn/san-pham/ga-quay-sot-xo-2-trung-db/
75,"
	Thập cẩm Jambon 1 Trứng 150g – 2025",31,Kinh Đô,https://banhkinhdo.com.vn/wp-content/uploads/2020/07/20180811122405-picture-price-3.png,"Thương hiệu: Kinh Đô Loại bánh: Bánh nướng Hình thức: 01 bánh, hộp kiếng chống ẩm Khối lượng: 150 gram Thành phần: Nhân Hỗn Hợp Jambon Bát Bửu, có 1 Trứng Bánh Nướng Trung thu ta lại gặp nhau ~ cùng chia miếng bánh thỏa câu ân tình Trong hai món bánh Trung Thu, bánh nướng Kinh Đô chính là thứ quà căn bản nhất mà lại cầu kỳ tinh vi diệu vợi nhất Cầu kỳ từ khâu chọn loại bột mì mềm và mịn nhất để vỏ bánh giòn thơm sần sật, cầu kỳ đến việc loại trứng tròn đều muôn vạn quả như một, thấm muối vừa vặn, sắc sảo mặn mà mà không làm phiền đến vị giác người ăn Mỗi loại bánh từ truyền thống như nhân Thập Cẩm, nhân Đậu Xanh hay hiện đại như nhân Gà Quay XO, Bào Ngư, Vi Cá…đều thể hiện một kỳ công bất tuyệt của người Nghệ nhân làm bánh Kinh Đô Đây miếng bánh thơm ngon, đây ân tình trân quý, dưới ánh trăng thu vằng vặc ta trao nhau chút tình nghĩa mặn mà của cả một mùa ân nghĩa, còn làm gì hơn vẻ hữu tình của mùa thu hơn vậy ?",https://banhkinhdo.com.vn/san-pham/thap-cam-jambon-1-trung/
76,"
	Jambon  Xá Xíu 2 Trứng 210g – 2025",3,Kinh Đô,https://banhkinhdo.com.vn/wp-content/uploads/2020/07/20180811121920-picture-price1-3.png,"Thương hiệu: Kinh Đô (bánh trung thu Kinh Đô) Loại bánh: Bánh Nướng Hình thức: 01 Bánh, Hộp Kiếng Chống Ẩm Khối lượng: 210 gram Thành phần: Nhân Hỗn Hợp Jambon Xá Xíu 2 Trứng Bánh Nướng Trung thu ta lại gặp nhau ~ cùng chia miếng bánh thỏa câu ân tình Trong hai món bánh Trung Thu, bánh nướng chính là thứ quà căn bản nhất mà lại cầu kỳ tinh vi diệu vợi nhất Cầu kỳ từ khâu chọn loại bột mì mềm và mịn nhất để vỏ bánh giòn thơm sần sật, cầu kỳ đến việc loại trứng tròn đều muôn vạn quả như một, thấm muối vừa vặn, sắc sảo mặn mà mà không làm phiền đến vị giác người ăn Mỗi loại bánh từ truyền thống như nhân Thập Cẩm, nhân Đậu Xanh hay hiện đại như nhân Gà Quay XO, Bào Ngư, Vi Cá…đều thể hiện một kỳ công bất tuyệt của người Nghệ nhân làm bánh Kinh Đô Đây miếng bánh thơm ngon, đây ân tình trân quý, dưới ánh trăng thu vằng vặc ta trao nhau chút tình nghĩa mặn mà của cả một mùa ân nghĩa, còn làm gì hơn vẻ hữu tình của mùa thu hơn vậy ?",https://banhkinhdo.com.vn/san-pham/jambon-xa-xiu-2-trung-db/
77,"
	Thập Cẩm Lạp Xưởng 1 Trứng 150g – 2025",41,Kinh Đô,https://banhkinhdo.com.vn/wp-content/uploads/2020/07/20180811121838-picture-price3-3.png,"Thương hiệu: Kinh Đô Loại bánh: Bánh Nướng Hình thức: 01 Bánh, Hộp Kiếng Chống Ẩm Khối lượng: 150 gram Thành phần: Nhân Hỗn Hợp Thập Cẩm Lạp Xưởng, có 1 Trứng Bánh Nướng Trung thu ta lại gặp nhau ~ cùng chia miếng bánh thỏa câu ân tình -> Bánh nướng Kinh Đô, bánh trung thu Trong hai món bánh Trung Thu, bánh nướng chính là thứ quà căn bản nhất mà lại cầu kỳ tinh vi diệu vợi nhất Cầu kỳ từ khâu chọn loại bột mì mềm và mịn nhất để vỏ bánh giòn thơm sần sật, cầu kỳ đến việc loại trứng tròn đều muôn vạn quả như một, thấm muối vừa vặn, sắc sảo mặn mà mà không làm phiền đến vị giác người ăn Mỗi loại bánh từ truyền thống như nhân Thập Cẩm, nhân Đậu Xanh hay hiện đại như nhân Gà Quay XO, Bào Ngư, Vi Cá…đều thể hiện một kỳ công bất tuyệt của người Nghệ nhân làm bánh Kinh Đô Đây miếng bánh thơm ngon, đây ân tình trân quý, dưới ánh trăng thu vằng vặc ta trao nhau chút tình nghĩa mặn mà của cả một mùa ân nghĩa, còn làm gì hơn vẻ hữu tình của mùa thu hơn vậy ?",https://banhkinhdo.com.vn/san-pham/lap-xuong-ngu-hat-1-trung/
78,"
	Lạp Xưởng  Ngũ  Hạt  2  Trứng 210g – 2025",4,Kinh Đô,https://banhkinhdo.com.vn/wp-content/uploads/2020/07/20180811121838-picture-price1-3.png,"Thương hiệu: Kinh Đô (bánh trung thu Kinh Đô) Loại bánh: Bánh Nướng Hình thức: 01 Bánh, Hộp Kiếng Chống Ẩm Khối lượng: 210 gram Thành phần: Nhân Hỗn Hợp Lạp xưởng  Ngũ  Hạt 2 Trứng Bánh Nướng Trung thu ta lại gặp nhau ~ cùng chia miếng bánh thỏa câu ân tình Trong hai món bánh Trung Thu, bánh nướng chính là thứ quà căn bản nhất mà lại cầu kỳ tinh vi diệu vợi nhất Cầu kỳ từ khâu chọn loại bột mì mềm và mịn nhất để vỏ bánh giòn thơm sần sật, cầu kỳ đến việc loại trứng tròn đều muôn vạn quả như một, thấm muối vừa vặn, sắc sảo mặn mà mà không làm phiền đến vị giác người ăn Mỗi loại bánh từ truyền thống như nhân Thập Cẩm, nhân Đậu Xanh hay hiện đại như nhân Gà Quay XO, Bào Ngư, Vi Cá…đều thể hiện một kỳ công bất tuyệt của người Nghệ nhân làm bánh Kinh Đô Đây miếng bánh thơm ngon, đây ân tình trân quý, dưới ánh trăng thu vằng vặc ta trao nhau chút tình nghĩa mặn mà của cả một mùa ân nghĩa, còn làm gì hơn vẻ hữu tình của mùa thu hơn vậy ?",https://banhkinhdo.com.vn/san-pham/lap-xuong-ngu-hat-2-trung-db/
79,"
	Hạt Sen 1 Trứng 150g – 2024",51,Kinh Đô,https://banhkinhdo.com.vn/wp-content/uploads/2020/07/20180811122847-picture-price-3.png,"Thương hiệu: Kinh Đô Loại bánh: Bánh Nướng Hình thức: 01 Bánh, Hộp Kiếng Chống Ẩm Khối lượng: 150 gram Thành phần: Nhân Hỗn Hợp Hạt Sen, có 1 Trứng. Bánh Nướng Trung thu ta lại gặp nhau ~ cùng chia miếng bánh thỏa câu ân tình -> Bánh Trung Thu Trong hai món bánh Trung Thu, bánh nướng chính là thứ quà căn bản nhất mà lại cầu kỳ tinh vi diệu vợi nhất Cầu kỳ từ khâu chọn loại bột mì mềm và mịn nhất để vỏ bánh giòn thơm sần sật, cầu kỳ đến việc loại trứng tròn đều muôn vạn quả như một, thấm muối vừa vặn, sắc sảo mặn mà mà không làm phiền đến vị giác người ăn Mỗi loại bánh từ truyền thống như nhân Thập Cẩm, nhân Đậu Xanh hay hiện đại như nhân Gà Quay XO, Bào Ngư, Vi Cá…đều thể hiện một kỳ công bất tuyệt của người Nghệ nhân làm bánh Kinh Đô Đây miếng bánh thơm ngon, đây ân tình trân quý, dưới ánh trăng thu vằng vặc ta trao nhau chút tình nghĩa mặn mà của cả một mùa ân nghĩa, còn làm gì hơn vẻ hữu tình của mùa thu hơn vậy ?",https://banhkinhdo.com.vn/san-pham/hat-sen-1-trung/
