product_id,product_name,sku,brand,image,price,description,url
250,Bút lông bảng FlexOffice FO-WB02,50002723,Flexoffice,https://product.hstatic.net/1000230347/product/fo-wb02_236616368b4b4732bddc8b1891f5e106_1024x1024.jpg*****https://product.hstatic.net/1000230347/product/fo-wb02-xanh_609d0f31447e4cf98e84f41b4cb4dc78_1024x1024.jpg*****https://product.hstatic.net/1000230347/product/fo-wb02-do_d3198577edea47c3a0354cfb8c17ef91_1024x1024.jpg*****https://product.hstatic.net/1000230347/product/fo-wb02-den_930cf747585b41ab82fc72e36a024f07_1024x1024.jpg*****https://theme.hstatic.net/1000230347/1000782290/14/product-placeholder.png?v=26572*****https://theme.hstatic.net/1000230347/1000782290/14/product-placeholder.png?v=26572*****https://theme.hstatic.net/1000230347/1000782290/14/product-placeholder.png?v=26572*****https://theme.hstatic.net/1000230347/1000782290/14/product-placeholder.png?v=26572*****https://theme.hstatic.net/1000230347/1000782290/14/product-placeholder.png?v=26572,"
						
						14,000₫
						
					",,https://thienlong.vn/products/but-long-bang-thien-long-flexoffice-fo-wb02
251,Cặp 12 ngăn Flexoffice FO-EB01 (FS),50010057,Flexoffice,https://product.hstatic.net/1000230347/product/sda231_e6d77033e7464e0cb1c91dd0f72df5b4_1024x1024.jpg*****https://product.hstatic.net/1000230347/product/fo-eb01_copy_2_d3845a375d7b4d6ba7c4ecb2b12add7b_1024x1024.jpg*****https://product.hstatic.net/1000230347/product/fo-eb01_copy_3_e53c91df469c4a9c9a3572c408d12661_1024x1024.jpg*****https://product.hstatic.net/1000230347/product/fo-eb01_copy_4_7eacaa18363842bd83d9b0fc30ce2721_1024x1024.jpg*****https://theme.hstatic.net/1000230347/1000782290/14/product-placeholder.png?v=26572*****https://theme.hstatic.net/1000230347/1000782290/14/product-placeholder.png?v=26572*****https://theme.hstatic.net/1000230347/1000782290/14/product-placeholder.png?v=26572*****https://theme.hstatic.net/1000230347/1000782290/14/product-placeholder.png?v=26572*****https://theme.hstatic.net/1000230347/1000782290/14/product-placeholder.png?v=26572,"
						
						80,300₫
						
					",,https://thienlong.vn/products/cap-12-ngan-thien-long-flexoffice-fo-eb01
252,Bìa còng Flexoffice 70F4 FO-BC04,63011508,Flexoffice,https://product.hstatic.net/1000230347/product/432asghgf_3007c8d398fb49ddb770d1466e696537_1024x1024.jpg*****https://product.hstatic.net/1000230347/product/fo-bc04__3__1024x1024.jpg*****https://product.hstatic.net/1000230347/product/fo-bc04__2__1024x1024.jpg*****https://product.hstatic.net/1000230347/product/upload_7c0d6369c86947e19d9f2d571ee2fcd5_1024x1024.jpg,"
						
						64,000₫
						
					",,https://thienlong.vn/products/bia-cong-thien-long-flexoffice-70f4-fo-bc04
253,Bìa còng Flexoffice 50F4 FO-BC03,63011506,Flexoffice,https://product.hstatic.net/1000230347/product/dfdf_269cc010defc450896e700fc2a5815d6_1024x1024.jpg*****https://product.hstatic.net/1000230347/product/fo-bc03__3__1024x1024.jpg*****https://product.hstatic.net/1000230347/product/fo-bc03__2__1024x1024.jpg*****https://product.hstatic.net/1000230347/product/upload_3cdf463caff24d32aa5be78c76769559_1024x1024.jpg,"
						
						64,000₫
						
					",,https://thienlong.vn/products/bia-cong-thien-long-flexoffice-50f4-fo-bc03
254,Bìa còng Flexoffice 50A4 FO-BC01,63011502,Flexoffice,https://product.hstatic.net/1000230347/product/432asd_75c65cfafa9d4865aec4e7019461de0c_1024x1024.jpg*****https://product.hstatic.net/1000230347/product/fo-bc01_1024x1024.jpg*****https://product.hstatic.net/1000230347/product/fo-bc01_1__1024x1024.jpg*****https://product.hstatic.net/1000230347/product/fo_bc01_2_093453774d1a4e98a377c8a38de1b330_1024x1024.jpg*****https://theme.hstatic.net/1000230347/1000782290/14/product-placeholder.png?v=26572,"
						
						64,000₫
						
					",,https://thienlong.vn/products/bia-cong-thien-long-flexoffice-50a4-fo-bc01
255,Băng keo trong Thiên Long  BKT08,50001277,Thiên Long,https://product.hstatic.net/1000230347/product/bang_keo_trong_thien_long__bkt08__4__1024x1024.jpg*****https://product.hstatic.net/1000230347/product/bang_keo_trong_thien_long__bkt08__5__1024x1024.jpg,"28,000₫",,https://thienlong.vn/products/bang-keo-trong-thien-long-bkt08
256,Băng keo trong Thiên Long BKT06,50001273,Thiên Long,https://product.hstatic.net/1000230347/product/bang_keo_trong_thien_long__bkt06__4__1024x1024.jpg*****https://product.hstatic.net/1000230347/product/bang_keo_trong_thien_long__bkt06__5__1024x1024.jpg,"22,000₫",,https://thienlong.vn/products/bang-keo-trong-thien-long-bkt06
257,Băng keo trong Thiên Long  BKT04,50001269,Thiên Long,https://product.hstatic.net/1000230347/product/342asd_1ad8678872344befb5d8b17f12250f8a_1024x1024.jpg*****https://product.hstatic.net/1000230347/product/bkt04_copy_9e5c0b8622d7486981603f3bf82834a7_1024x1024.jpg*****https://product.hstatic.net/1000230347/product/bang_keo_trong_thien_long__bkt04___5__1024x1024.jpg,"15,000₫",,https://thienlong.vn/products/bang-keo-trong-thien-long-bkt04
258,Bút xóa Thiên Long CP-05,60000772,Thiên Long,https://product.hstatic.net/1000230347/product/321fas_518f8e9f6ed94a76b15dbdd59fd3f2b4_1024x1024.jpg*****https://product.hstatic.net/1000230347/product/cp-05_56da874c89b94ee29d463b5948040933_1024x1024.jpg*****https://product.hstatic.net/1000230347/product/cp-05_2_6bcd7f4c22ee44f3bd125609c563fbba_1024x1024.jpg*****https://product.hstatic.net/1000230347/product/but_xoa_thien_long_cp-05_fefdc22d961e4af5b108a0304e4f5111_1024x1024.jpg,"25,100₫",,https://thienlong.vn/products/but-xoa-thien-long-cp-05
259,Bút xóa Thiên Long CP-02,60000495,Thiên Long,https://product.hstatic.net/1000230347/product/artboard_2_copy_9bdc9a99e2b04da98f6d39a192c620c4_1024x1024.jpg*****https://product.hstatic.net/1000230347/product/artboard_2_a4a2140bd0b54bcf89e9053934f93bc6_1024x1024.jpg*****https://product.hstatic.net/1000230347/product/artboard_3_copy_2_2a62fb413f10472e97648a6982bc19f2_1024x1024.jpg*****https://product.hstatic.net/1000230347/product/artboard_3_copy_3_28e9db2914bc49a39346c2b0d1d323fc_1024x1024.jpg*****https://theme.hstatic.net/1000230347/1000782290/14/product-placeholder.png?v=26572*****https://theme.hstatic.net/1000230347/1000782290/14/product-placeholder.png?v=26572*****https://theme.hstatic.net/1000230347/1000782290/14/product-placeholder.png?v=26572*****https://theme.hstatic.net/1000230347/1000782290/14/product-placeholder.png?v=26572*****https://theme.hstatic.net/1000230347/1000782290/14/product-placeholder.png?v=26572*****https://theme.hstatic.net/1000230347/1000782290/14/product-placeholder.png?v=26572*****https://theme.hstatic.net/1000230347/1000782290/14/product-placeholder.png?v=26572*****https://theme.hstatic.net/1000230347/1000782290/14/product-placeholder.png?v=26572*****https://theme.hstatic.net/1000230347/1000782290/14/product-placeholder.png?v=26572,"32,200₫",,https://thienlong.vn/products/but-xoa-thien-long-cp02
