product_name,product_url,product_image
Lạp Xưởng  Ngũ  Hạt  2  Trứng 210g - 2025,https://banhkinhdo.com.vn/san-pham/lap-xuong-ngu-hat-2-trung-db/,"data:image/svg+xml,%3Csvg%20viewBox%3D%220%200%20300%20317%22%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%3E%3C%2Fsvg%3E"
Hạt Sen 1 Trứng 150g - 2024,https://banhkinhdo.com.vn/san-pham/hat-sen-1-trung/,"data:image/svg+xml,%3Csvg%20viewBox%3D%220%200%20300%20317%22%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%3E%3C%2Fsvg%3E"
Hạt Sen  Dừa Tươi  2 Trứng 210g - 2024,https://banhkinhdo.com.vn/san-pham/hat-sen-dua-tuoi-2-trung-db/,"data:image/svg+xml,%3Csvg%20viewBox%3D%220%200%20300%20317%22%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%3E%3C%2Fsvg%3E"
Đậu  Xanh 1 Trứng 150g - 2024,https://banhkinhdo.com.vn/san-pham/dau-xanh-1-trung/,"data:image/svg+xml,%3Csvg%20viewBox%3D%220%200%20300%20317%22%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%3E%3C%2Fsvg%3E"
Sữa Dừa 1 Trứng 150g - 2024,https://banhkinhdo.com.vn/san-pham/sua-dua-hat-dua-1-trung/,"data:image/svg+xml,%3Csvg%20viewBox%3D%220%200%20300%20317%22%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%3E%3C%2Fsvg%3E"
Đậu Xanh  Hạt Dưa 2 Trứng 210g - 2025,https://banhkinhdo.com.vn/san-pham/dau-xanh-hat-dua-2-trung-db/,"data:image/svg+xml,%3Csvg%20viewBox%3D%220%200%20300%20317%22%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%3E%3C%2Fsvg%3E"
Sữa Dừa Hạt Dưa 2 Trứng 210g - 2025,https://banhkinhdo.com.vn/san-pham/sua-dua-hat-dua-2-trung-db/,"data:image/svg+xml,%3Csvg%20viewBox%3D%220%200%20300%20317%22%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%3E%3C%2Fsvg%3E"
Nấm Đông Cô Xốt Rượu 1 Trứng - 2022,https://banhkinhdo.com.vn/san-pham/nam-dong-co-xot-ruou-rhum-1-trung/,"data:image/svg+xml,%3Csvg%20viewBox%3D%220%200%20300%20317%22%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%3E%3C%2Fsvg%3E"
Hạt Sen Dừa Tươi (2 Trứng),https://banhkinhdo.com.vn/san-pham/hat-sen-dua-tuoi-2-trung/,"data:image/svg+xml,%3Csvg%20viewBox%3D%220%200%20300%20317%22%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%3E%3C%2Fsvg%3E"
Hạt Sen Trà Xanh 2 Trứng 210g - 2024,https://banhkinhdo.com.vn/san-pham/hat-sen-tra-xanh-2-trung-db/,"data:image/svg+xml,%3Csvg%20viewBox%3D%220%200%20300%20317%22%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%3E%3C%2Fsvg%3E"
Hạt Sen Trà Xanh 1 Trứng 150g - 2024,https://banhkinhdo.com.vn/san-pham/hat-sen-tra-xanh-1-trung/,"data:image/svg+xml,%3Csvg%20viewBox%3D%220%200%20300%20317%22%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%3E%3C%2Fsvg%3E"
Đậu  Xanh  Hạt Dưa (2 Trứng),https://banhkinhdo.com.vn/san-pham/dau-xanh-hat-dua-2-trung/,"data:image/svg+xml,%3Csvg%20viewBox%3D%220%200%20300%20317%22%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%3E%3C%2Fsvg%3E"
Đậu Xanh Lá Dứa 2 Trứng 210g - 2024,https://banhkinhdo.com.vn/san-pham/dau-xanh-la-dua-2-trung-db/,"data:image/svg+xml,%3Csvg%20viewBox%3D%220%200%20300%20317%22%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%3E%3C%2Fsvg%3E"
Gà Quay Sốt XO 4 Trứng 800g - 2025,https://banhkinhdo.com.vn/san-pham/ga-quay-sot-xo-4-trung/,"data:image/svg+xml,%3Csvg%20viewBox%3D%220%200%20300%20317%22%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%3E%3C%2Fsvg%3E"
Đậu  Xanh Lá Dứa 1 Trứng 150g - 2024,https://banhkinhdo.com.vn/san-pham/dau-xanh-la-dua-1-trung/,"data:image/svg+xml,%3Csvg%20viewBox%3D%220%200%20300%20317%22%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%3E%3C%2Fsvg%3E"
Sữa Dừa Hạt Dưa (2 Trứng) - 2024,https://banhkinhdo.com.vn/san-pham/sua-dua-hat-dua-2-trung/,"data:image/svg+xml,%3Csvg%20viewBox%3D%220%200%20300%20317%22%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%3E%3C%2Fsvg%3E"
Hạt Sen Trà Xanh (2 Trứng),https://banhkinhdo.com.vn/san-pham/hat-sen-tra-xanh-2-trung/,"data:image/svg+xml,%3Csvg%20viewBox%3D%220%200%20300%20317%22%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%3E%3C%2Fsvg%3E"
Hộp Quà Tết 2025 Bánh QUY OREO THẬP CẨM 414G ( HỘP THIẾT) TẾT 2025,https://banhkinhdo.com.vn/san-pham/hop-qua-tet-banh-oreo-socola-pie-463-2g-qua-tet-kinh-do-2024/,"data:image/svg+xml,%3Csvg%20viewBox%3D%220%200%20300%20300%22%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%3E%3C%2Fsvg%3E"
Hộp Quà Tết Bánh Quy Oreo Kinh Đô 331.2G ( Hộp thiếc),https://banhkinhdo.com.vn/san-pham/hop-qua-tet-banh-quy-oreo-kinh-do-331-2g-hop-thiec/,"data:image/svg+xml,%3Csvg%20viewBox%3D%220%200%20300%20300%22%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%3E%3C%2Fsvg%3E"
BÁNH OREO SOCOLA-PIE VỊ DÂU 360G TẾT 2025,https://banhkinhdo.com.vn/san-pham/oreo-moocake-4-banh/,"data:image/svg+xml,%3Csvg%20viewBox%3D%220%200%20280%20280%22%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%3E%3C%2Fsvg%3E"
BÁNH OREO-PIE VỊ DÂU 168G - TẾT 2025,https://banhkinhdo.com.vn/san-pham/bo-qua-tet-kinh-do-loc-hamper-premium-tet-2023/,"data:image/svg+xml,%3Csvg%20viewBox%3D%220%200%20300%20300%22%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%3E%3C%2Fsvg%3E"
BÁNH OREO SOCOLA-PIE 168G (TẾT 2025),https://banhkinhdo.com.vn/san-pham/banh-oreo-socola-pie-180g-tet-2024/,"data:image/svg+xml,%3Csvg%20viewBox%3D%220%200%20300%20300%22%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%3E%3C%2Fsvg%3E"
BÁNH OREO SOCOLA-PIE 448G TẾT 2025,https://banhkinhdo.com.vn/san-pham/banh-quy-oreo-doc-dao-red-velvet/,"data:image/svg+xml,%3Csvg%20viewBox%3D%220%200%20300%20300%22%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%3E%3C%2Fsvg%3E"
BÁNH QUY OREO VỊ VANI 303.6G ( HỘP ĐỎ ) TẾT 2024,https://banhkinhdo.com.vn/san-pham/banh-quy-oreo-vi-kem-socola/,"data:image/svg+xml,%3Csvg%20viewBox%3D%220%200%20268%20268%22%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%3E%3C%2Fsvg%3E"
BÁNH BÔNG LAN TRÒN SOLITE 276G (KEM VỊ BƠ SỮA) - TẾT 2025,https://banhkinhdo.com.vn/san-pham/banh-bong-lan-tron-solite-144g-kem-vi-bo-sua-tet-2024/,"data:image/svg+xml,%3Csvg%20viewBox%3D%220%200%20300%20300%22%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%3E%3C%2Fsvg%3E"
BÁNH BÔNG LAN TRÒN SOLITE 288G (KEM VỊ BƠ SỮA) - TẾT 2024,https://banhkinhdo.com.vn/san-pham/banh-bong-lan-tron-solite-288g-kem-vi-bo-sua-tet-2024/,"data:image/svg+xml,%3Csvg%20viewBox%3D%220%200%20300%20196%22%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%3E%3C%2Fsvg%3E"
BÁNH BÔNG LAN CUỘN SOLITE 288G (KEM VỊ LÁ DỨA) - TẾT 2024,https://banhkinhdo.com.vn/san-pham/banh-bong-lan-cuon-solite-288g-kem-vi-la-dua-tet-2024/,"data:image/svg+xml,%3Csvg%20viewBox%3D%220%200%20300%20230%22%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%3E%3C%2Fsvg%3E"
BÁNH BÔNG LAN CUỘN SOLITE 288G - VỊ SOCOLA (TẾT 2024),https://banhkinhdo.com.vn/san-pham/banh-bong-lan-cuon-solite-288g-vi-socola-tet-2024/,"data:image/svg+xml,%3Csvg%20viewBox%3D%220%200%20286%20199%22%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%3E%3C%2Fsvg%3E"
BÁNH BÔNG LAN CUỘN SOLITE 324G (KEM VỊ DÂU + KEM VỊ LÁ DỨA) TẾT 2025,https://banhkinhdo.com.vn/san-pham/banh-bong-lan-tron-solite-kem-vi-bo-sua-kem-vi-la-dua-tet-2021/,"data:image/svg+xml,%3Csvg%20viewBox%3D%220%200%20300%20300%22%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%3E%3C%2Fsvg%3E"
BÁNH BÔNG LAN TẦNG SOLITE 238G (KEM VỊ CAM) TẾT 2025,https://banhkinhdo.com.vn/san-pham/banh-bong-lan-tron-solite-kem-vi-bo-sua-kem-vi-dau-tet-2021/,"data:image/svg+xml,%3Csvg%20viewBox%3D%220%200%20300%20300%22%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%3E%3C%2Fsvg%3E"
BÁNH BÔNG LAN TRÒN SOLITE (KEM VỊ BƠ SỮA + KEM VỊ DÂU) TẾT 2025,https://banhkinhdo.com.vn/san-pham/banh-bong-lan-tron-solite-kem-vi-la-dua-kem-vi-dau-tet-2021/,"data:image/svg+xml,%3Csvg%20viewBox%3D%220%200%20300%20300%22%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%3E%3C%2Fsvg%3E"
BÁNH BÔNG LAN SOLITE TẦNG KEM VỊ CAM 238G - TẾT 2024,https://banhkinhdo.com.vn/san-pham/banh-bong-lan-tang-phu-socola-vi-dau-cuon-vi-socola-tet-2021/,"data:image/svg+xml,%3Csvg%20viewBox%3D%220%200%20300%20300%22%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%3E%3C%2Fsvg%3E"
Bánh Trung Thu Lava Trứng Chảy – Hộp 3 Bánh 2025,https://banhkinhdo.com.vn/san-pham/hop-lava-trung-chay-3-banh/,"data:image/svg+xml,%3Csvg%20viewBox%3D%220%200%20300%20300%22%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%3E%3C%2Fsvg%3E"
Bánh Trung Thu Lava Trứng Chảy - Hộp 6 Bánh 2025,https://banhkinhdo.com.vn/san-pham/banh-trung-thu-lava-trung-chay-hop-6-banh-2024/,"data:image/svg+xml,%3Csvg%20viewBox%3D%220%200%20300%20300%22%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%3E%3C%2Fsvg%3E"
Bánh Trung Thu Tuyết 3 Bánh - Đặc biệt 2024,https://banhkinhdo.com.vn/san-pham/banh-trung-thu-tuyet-3-banh-dac-biet-2024/,"data:image/svg+xml,%3Csvg%20viewBox%3D%220%200%20300%20300%22%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%3E%3C%2Fsvg%3E"
Bánh Trung Thu Tuyết 6 Bánh - Đặc biệt 2025,https://banhkinhdo.com.vn/san-pham/banh-trung-thu-tuyet-6-banh-dac-biet-2024/,"data:image/svg+xml,%3Csvg%20viewBox%3D%220%200%20300%20229%22%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%3E%3C%2Fsvg%3E"
Hộp Bánh Trung Thu KIDO MỸ VỊ AN KHANG (Xanh) 4 Bánh x 150G,https://banhkinhdo.com.vn/san-pham/hop-banh-trung-thu-kido-thu-thinh-vuong-xanh-i-hop-qua-bieu-cao-cap-2023/,"data:image/svg+xml,%3Csvg%20viewBox%3D%220%200%20300%20303%22%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%3E%3C%2Fsvg%3E"
Hộp Bánh Trung Thu KIDO MỸ VỊ THỊNH VƯỢNG ( Vàng) - 4 Bánh x 210G + Trà 30G,https://banhkinhdo.com.vn/san-pham/hop-banh-trung-thu-kido-special-red-label-hop-qua-bieu-cao-cap-2023/,"data:image/svg+xml,%3Csvg%20viewBox%3D%220%200%20300%20300%22%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%3E%3C%2Fsvg%3E"
Hộp Bánh Trung Thu KIDO MỸ VỊ THỊNH VƯỢNG (Đỏ) 4 Bánh x 210G + Trà 30G,https://banhkinhdo.com.vn/san-pham/hop-banh-trung-thu-kido-special-gold-label-hop-qua-bieu-cao-cap-2023/,"data:image/svg+xml,%3Csvg%20viewBox%3D%220%200%20300%20301%22%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%3E%3C%2Fsvg%3E"
Hộp Bánh Trung Thu KIDO MỸ VỊ CÁT TƯỜNG (Hồng) 4 Bánh x 150G,https://banhkinhdo.com.vn/san-pham/hop-banh-trung-thu-kido-deluxe-hop-qua-bieu-cao-cap-2023/,"data:image/svg+xml,%3Csvg%20viewBox%3D%220%200%20300%20301%22%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%3E%3C%2Fsvg%3E"
Hộp Bánh Trung Thu KIDO THU HẠNH PHÚC - Hộp Quà Biếu Cao Cấp 2023,https://banhkinhdo.com.vn/san-pham/hop-banh-trung-thu-kido-thu-hanh-phuc-hop-qua-bieu-cao-cap-2023/,"data:image/svg+xml,%3Csvg%20viewBox%3D%220%200%20300%20276%22%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%3E%3C%2Fsvg%3E"
Hộp Bánh Trung Thu KIDO MỸ VỊ AN KHANG (Đỏ) 4 Bánh x 150G,https://banhkinhdo.com.vn/san-pham/hop-banh-trung-thu-kido-thu-an-khang-hop-qua-bieu-cao-cap-2023/,"data:image/svg+xml,%3Csvg%20viewBox%3D%220%200%20300%20299%22%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%3E%3C%2Fsvg%3E"
Hộp Bánh Trung Thu KIDO THU NHƯ Ý - Hộp Quà Biếu Cao Cấp 2023,https://banhkinhdo.com.vn/san-pham/banh-trung-thu-kido-hop-banh-bieu-tang-cao-cap-cam-thoi-thuong-4bx180g/,"data:image/svg+xml,%3Csvg%20viewBox%3D%220%200%20300%20276%22%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%3E%3C%2Fsvg%3E"
Hộp Bánh Trung Thu KIDO MỸ VỊ CÁT TƯỜNG (Đỏ) 4 Bánh x 150G,https://banhkinhdo.com.vn/san-pham/banh-trung-thu-kido-hop-qua-bieu-cao-cap-xanh-tinh-te-4bx180g/,"data:image/svg+xml,%3Csvg%20viewBox%3D%220%200%20300%20301%22%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%3E%3C%2Fsvg%3E"
Hộp Bánh Trung Thu KIDO - MỸ VỊ NHƯ Ý (Xanh) 4 Bánh x 210G + Trà 50G,https://banhkinhdo.com.vn/san-pham/banh-trung-thu-kido-hop-qua-bieu-cao-cap-do-sang-trong-4bx180g/,"data:image/svg+xml,%3Csvg%20viewBox%3D%220%200%20300%20302%22%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%3E%3C%2Fsvg%3E"
Hộp Bánh Trung Thu KIDO - Hộp MỸ VỊ NHƯ Ý 4 Bánh x 210G + Trà 50G,https://banhkinhdo.com.vn/san-pham/banh-trung-thu-kido-hop-go-boc-da-cao-cap-kc-6bx180g/,"data:image/svg+xml,%3Csvg%20viewBox%3D%220%200%20300%20298%22%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%3E%3C%2Fsvg%3E"
Bánh Trung Thu Oreo 4 Bánh - 2022,https://banhkinhdo.com.vn/san-pham/banh-trung-thu-oreo-4-banh/,"data:image/svg+xml,%3Csvg%20viewBox%3D%220%200%20300%20300%22%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%3E%3C%2Fsvg%3E"
Bánh Trung Thu Oreo 2 Bánh - 2022,https://banhkinhdo.com.vn/san-pham/banh-trung-thu-oreo-2-banh/,"data:image/svg+xml,%3Csvg%20viewBox%3D%220%200%20300%20300%22%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%3E%3C%2Fsvg%3E"
HỘP QUÀ TẾT 2025 HẠNH PHÚC II,https://banhkinhdo.com.vn/san-pham/hop-qua-hanh-phuc-ii-set-qua-tet-y-nghia-2023/,"data:image/svg+xml,%3Csvg%20viewBox%3D%220%200%20300%20533%22%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%3E%3C%2Fsvg%3E"
HỘP QUÀ TẾT 2025 PHÚ QUÝ I,https://banhkinhdo.com.vn/san-pham/hop-qua-tet-phu-quy-i-set-qua-tet-2023-cao-cap/,"data:image/svg+xml,%3Csvg%20viewBox%3D%220%200%20300%20337%22%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%3E%3C%2Fsvg%3E"
HỘP QUÀ TẾT 2025 NGŨ PHÚC LÂM MÔN,https://banhkinhdo.com.vn/san-pham/hop-qua-tet-ngu-phuc-lam-mon-set-qua-tet-2023-cao-cap/,"data:image/svg+xml,%3Csvg%20viewBox%3D%220%200%20300%20203%22%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%3E%3C%2Fsvg%3E"
HỘP QUÀ TẾT 2025 CÁT TƯỜNG NHƯ Ý,https://banhkinhdo.com.vn/san-pham/hop-qua-tet-cat-tuong-nhu-y-set-qua-tet-cao-cap-2023/,"data:image/svg+xml,%3Csvg%20viewBox%3D%220%200%20300%20443%22%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%3E%3C%2Fsvg%3E"
GIỎ QUÀ TẾT 2025 NHƯ Ý 2,https://banhkinhdo.com.vn/san-pham/gio-qua-nhu-y-2-set-qua-tet-cao-cap-2023/,"data:image/svg+xml,%3Csvg%20viewBox%3D%220%200%20300%20293%22%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%3E%3C%2Fsvg%3E"
GIỎ QUÀ NHƯ Ý 1 - Set Quà Cao Cấp Tết 2023,https://banhkinhdo.com.vn/san-pham/gio-qua-nhu-y-1-set-qua-cao-cap-tet-2023/,"data:image/svg+xml,%3Csvg%20viewBox%3D%220%200%20300%20213%22%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%3E%3C%2Fsvg%3E"
BÁNH BÔNG LAN SOLITE TẦNG KEM VỊ CAM 238G - TẾT 2024,https://banhkinhdo.com.vn/san-pham/banh-bong-lan-tang-phu-socola-vi-dau-cuon-vi-socola-tet-2021/,"data:image/svg+xml,%3Csvg%20viewBox%3D%220%200%20300%20300%22%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%3E%3C%2Fsvg%3E"
COSY BÁNH QUY HẠT - BƠ & HẠT ĐIỀU 224G (TẾT 2024),https://banhkinhdo.com.vn/san-pham/banh-quy-sua-cosy-marie-hop-giay/,"data:image/svg+xml,%3Csvg%20viewBox%3D%220%200%20300%20300%22%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%3E%3C%2Fsvg%3E"
Bánh Quy Bơ Pháp LU 708G TẾT 2025 ( Hộp Thiết),https://banhkinhdo.com.vn/san-pham/banh-cookies-bo-phap-lu-708g-tet-2021/,"data:image/svg+xml,%3Csvg%20viewBox%3D%220%200%20300%20300%22%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%3E%3C%2Fsvg%3E"
Bánh Quy Bơ Pháp LU 540G TẾT 2025,https://banhkinhdo.com.vn/san-pham/banh-cookies-bo-phap-lu-540g-tet-2023/,"data:image/svg+xml,%3Csvg%20viewBox%3D%220%200%20300%20300%22%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%3E%3C%2Fsvg%3E"
Bánh Quy Bơ Pháp LU 310G TẾT 2025,https://banhkinhdo.com.vn/san-pham/banh-cookies-bo-phap-lu-310g-tet-2021/,"data:image/svg+xml,%3Csvg%20viewBox%3D%220%200%20300%20300%22%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%3E%3C%2Fsvg%3E"
Bánh Quy Bơ Pháp LU 180G TẾT 2025,https://banhkinhdo.com.vn/san-pham/banh-cookies-bo-phap-lu-180g-tet-2023/,"data:image/svg+xml,%3Csvg%20viewBox%3D%220%200%20300%20300%22%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%3E%3C%2Fsvg%3E"
BÁNH LÁT KHOAI TÂY SLIDE 150G,https://banhkinhdo.com.vn/san-pham/banh-lat-khoai-tay-slide-150g/,"data:image/svg+xml,%3Csvg%20viewBox%3D%220%200%20300%20300%22%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%3E%3C%2Fsvg%3E"
BÁNH BÔNG LAN TRÒN SOLITE 276G (KEM VỊ BƠ SỮA) - TẾT 2025,https://banhkinhdo.com.vn/san-pham/banh-bong-lan-tron-solite-144g-kem-vi-bo-sua-tet-2024/,"data:image/svg+xml,%3Csvg%20viewBox%3D%220%200%20300%20300%22%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%3E%3C%2Fsvg%3E"
BÁNH BÔNG LAN TRÒN SOLITE 288G (KEM VỊ BƠ SỮA) - TẾT 2024,https://banhkinhdo.com.vn/san-pham/banh-bong-lan-tron-solite-288g-kem-vi-bo-sua-tet-2024/,"data:image/svg+xml,%3Csvg%20viewBox%3D%220%200%20300%20196%22%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%3E%3C%2Fsvg%3E"
BÁNH BÔNG LAN CUỘN SOLITE 288G (KEM VỊ LÁ DỨA) - TẾT 2024,https://banhkinhdo.com.vn/san-pham/banh-bong-lan-cuon-solite-288g-kem-vi-la-dua-tet-2024/,"data:image/svg+xml,%3Csvg%20viewBox%3D%220%200%20300%20230%22%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%3E%3C%2Fsvg%3E"
BÁNH BÔNG LAN CUỘN SOLITE 288G - VỊ SOCOLA (TẾT 2024),https://banhkinhdo.com.vn/san-pham/banh-bong-lan-cuon-solite-288g-vi-socola-tet-2024/,"data:image/svg+xml,%3Csvg%20viewBox%3D%220%200%20286%20199%22%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%3E%3C%2Fsvg%3E"
KẸO SOCOLA KINH ĐÔ THẬP CẨM 330G - TẾT 2025,https://banhkinhdo.com.vn/san-pham/hop-qua-socola-sua-hanh-nhan-cadbury-dairy-milk-150g-tet-2024/,"data:image/svg+xml,%3Csvg%20viewBox%3D%220%200%20300%20300%22%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%3E%3C%2Fsvg%3E"
KẸO SOCOLA KINH ĐÔ THẬP CẨM  138G - TẾT 2025,https://banhkinhdo.com.vn/san-pham/hop-qua-socola-sua-cadbury-dairy-milk-150g-tet-2024/,"data:image/svg+xml,%3Csvg%20viewBox%3D%220%200%20300%20300%22%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%3E%3C%2Fsvg%3E"
AFC BÁNH CRACKER DINH DƯỠNG 172G,https://banhkinhdo.com.vn/san-pham/afc-banh-cracker-dinh-duong-172g/,"data:image/svg+xml,%3Csvg%20viewBox%3D%220%200%20300%20181%22%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%3E%3C%2Fsvg%3E"
BÁNH BÔNG LAN CUỘN SOLITE 324G (KEM VỊ DÂU + KEM VỊ LÁ DỨA) TẾT 2025,https://banhkinhdo.com.vn/san-pham/banh-bong-lan-tron-solite-kem-vi-bo-sua-kem-vi-la-dua-tet-2021/,"data:image/svg+xml,%3Csvg%20viewBox%3D%220%200%20300%20300%22%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%3E%3C%2Fsvg%3E"
BÁNH BÔNG LAN TẦNG SOLITE 238G (KEM VỊ CAM) TẾT 2025,https://banhkinhdo.com.vn/san-pham/banh-bong-lan-tron-solite-kem-vi-bo-sua-kem-vi-dau-tet-2021/,"data:image/svg+xml,%3Csvg%20viewBox%3D%220%200%20300%20300%22%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%3E%3C%2Fsvg%3E"
KẸO KINH ĐÔ SOCOLA  THẬP CẨM 230G TẾT 2025,https://banhkinhdo.com.vn/san-pham/keo-kinh-do-choco-hop-hinh-tim-thap-cam-138g-tet-2021/,"data:image/svg+xml,%3Csvg%20viewBox%3D%220%200%20300%20300%22%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%3E%3C%2Fsvg%3E"
BÁNH CRACKER AFC DINH DƯỠNG VỊ CỐM NON 2024 (261G),https://banhkinhdo.com.vn/san-pham/banh-cracker-afc-dinh-duong-vi-rau-lua-mi-tet-2021/,"data:image/svg+xml,%3Csvg%20viewBox%3D%220%200%20300%20300%22%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%3E%3C%2Fsvg%3E"
BÁNH CRACKER AFC DINH DƯỠNG VỊ CARAMEN FLAN 261G - TẾT 2024,https://banhkinhdo.com.vn/san-pham/banh-cracker-afc-dinh-duong-vi-rau-lua-mi-tet-2021-2/,"data:image/svg+xml,%3Csvg%20viewBox%3D%220%200%20300%20300%22%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%3E%3C%2Fsvg%3E"
